Date,Open,High,Low,Close,Adj Close,Volume,Month,Year
3-Jan-20,28553.33,28716.31,28500.36,28634.88,28634.88,2395900,Jan,2020
2-Jan-20,28638.97,28872.8,28627.77,28868.8,28868.8,2518200,Jan,2020
31-Dec-08,8666.48,8842.66,8664.89,8776.39,8776.39,2267600,Dec,2008
30-Dec-08,8487.51,8675.24,8487.51,8668.39,8668.39,1625600,Dec,2008
29-Dec-08,8515.87,8530.68,8364.06,8483.93,8483.93,1537300,Dec,2008
26-Dec-08,8468.71,8533.07,8461.78,8515.55,8515.55,867600,Dec,2008
24-Dec-08,8416.86,8498.5,8416.86,8468.48,8468.48,669300,Dec,2008
23-Dec-08,8518.65,8604.12,8391.3,8419.49,8419.49,1746400,Dec,2008
22-Dec-08,8573.37,8601.41,8372.02,8519.69,8519.69,2110900,Dec,2008
19-Dec-08,8606.5,8787.23,8550.43,8579.11,8579.11,5501500,Dec,2008
18-Dec-08,8823.94,8883.36,8527.41,8604.99,8604.99,2740800,Dec,2008
17-Dec-08,8921.91,8961.26,8778.07,8824.34,8824.34,2392600,Dec,2008
16-Dec-08,8565.65,8958.79,8565.65,8924.14,8924.14,3371900,Dec,2008
15-Dec-08,8628.81,8676.28,8469.03,8564.53,8564.53,2299400,Dec,2008
12-Dec-08,8563.1,8682.57,8347.81,8629.68,8629.68,2710300,Dec,2008
11-Dec-08,8750.13,8809.45,8512.76,8565.09,8565.09,2905400,Dec,2008
10-Dec-08,8693,8879.22,8646.33,8761.42,8761.42,2328300,Dec,2008
9-Dec-08,8934.1,8934.1,8651.74,8691.33,8691.33,2849500,Dec,2008
8-Dec-08,8637.65,9026.41,8637.49,8934.18,8934.18,3589700,Dec,2008
5-Dec-08,8376.08,8686.47,8118.5,8635.42,8635.42,3463700,Dec,2008
4-Dec-08,8587.07,8631.99,8259.4,8376.24,8376.24,2808800,Dec,2008
3-Dec-08,8409.14,8624.19,8234.15,8591.69,8591.69,2946800,Dec,2008
2-Dec-08,8153.75,8437.17,8143.51,8419.09,8419.09,3075200,Dec,2008
1-Dec-08,8826.89,8827.05,8141.36,8149.09,8149.09,3210100,Dec,2008
28-Nov-08,8724.7,8831.35,8672.69,8829.04,8829.04,1555100,Nov,2008
26-Nov-08,8464.49,8726.61,8311.17,8726.61,8726.61,2839200,Nov,2008
25-Nov-08,8445.14,8607.38,8281.46,8479.47,8479.47,3740200,Nov,2008
24-Nov-08,8048.09,8599.02,8048.09,8443.39,8443.39,4918900,Nov,2008
21-Nov-08,7552.37,8071.75,7449.38,8046.42,8046.42,5690100,Nov,2008
20-Nov-08,7995.53,8187.4,7506.97,7552.29,7552.29,5281300,Nov,2008
19-Nov-08,8420.69,8504.64,7987.08,7997.28,7997.28,3504700,Nov,2008
18-Nov-08,8273.34,8477.95,8105.44,8424.75,8424.75,3663900,Nov,2008
17-Nov-08,8494.84,8571.3,8246.89,8273.58,8273.58,2782200,Nov,2008
14-Nov-08,8822.19,8923.18,8469.99,8497.31,8497.31,3043700,Nov,2008
13-Nov-08,8281.14,8876.59,7965.42,8835.25,8835.25,4766000,Nov,2008
12-Nov-08,8684.52,8684.6,8265.29,8282.66,8282.66,3146600,Nov,2008
11-Nov-08,8864.32,8867.91,8560.71,8693.96,8693.96,2572700,Nov,2008
10-Nov-08,8946.6,9159.58,8760.46,8870.54,8870.54,2212300,Nov,2008
7-Nov-08,8696.03,8961.57,8696.03,8943.81,8943.81,2463000,Nov,2008
6-Nov-08,9134.01,9155.44,8637.17,8695.79,8695.79,3443500,Nov,2008
5-Nov-08,9616.6,9616.6,9111.47,9139.27,9139.27,2646400,Nov,2008
4-Nov-08,9323.89,9653.95,9323.89,9625.28,9625.28,2549300,Nov,2008
3-Nov-08,9326.04,9410.55,9255.48,9319.83,9319.83,1809700,Nov,2008
31-Oct-08,9179.09,9454.36,9119.2,9325.01,9325.01,3109500,Oct,2008
30-Oct-08,9004.66,9266.47,8976.87,9180.69,9180.69,2672100,Oct,2008
29-Oct-08,9062.33,9363.32,8890.29,8990.96,8990.96,3162300,Oct,2008
28-Oct-08,8178.72,9082.08,8174.73,9065.12,9065.12,3721600,Oct,2008
27-Oct-08,8375.92,8599.1,8143.59,8175.77,8175.77,2811800,Oct,2008
24-Oct-08,8683.21,8683.21,8187.48,8378.95,8378.95,3356800,Oct,2008
23-Oct-08,8519.77,8795.99,8243.55,8691.25,8691.25,3407400,Oct,2008
22-Oct-08,9027.84,9027.84,8335.3,8519.21,8519.21,3488400,Oct,2008
21-Oct-08,9262.8,9284.55,9004.27,9033.66,9033.66,2311600,Oct,2008
20-Oct-08,8852.3,9266.63,8852.22,9265.43,9265.43,2414000,Oct,2008
17-Oct-08,8975.35,9281.12,8718.25,8852.22,8852.22,3606000,Oct,2008
16-Oct-08,8577.04,9013.27,8197.67,8979.26,8979.26,4224500,Oct,2008
15-Oct-08,9301.91,9308.76,8530.12,8577.91,8577.91,3743500,Oct,2008
14-Oct-08,9388.97,9794.37,9085.43,9310.99,9310.99,4127400,Oct,2008
13-Oct-08,8462.42,9427.99,8462.18,9387.61,9387.61,3992900,Oct,2008
10-Oct-08,8568.67,8901.28,7882.51,8451.19,8451.19,6749200,Oct,2008
9-Oct-08,9261.69,9448.14,8579.19,8579.19,8579.19,4367400,Oct,2008
8-Oct-08,9437.23,9628.07,9194.78,9258.1,9258.1,4792700,Oct,2008
7-Oct-08,9955.42,10124.03,9436.67,9447.11,9447.11,3625200,Oct,2008
6-Oct-08,10322.52,10322.76,9525.32,9955.5,9955.5,3914600,Oct,2008
3-Oct-08,10483.96,10796.26,10310.25,10325.38,10325.38,2996900,Oct,2008
2-Oct-08,10825.54,10825.54,10439.52,10482.85,10482.85,3953300,Oct,2008
1-Oct-08,10847.4,10882.52,10631.95,10831.07,10831.07,2566700,Oct,2008
30-Sep-08,10371.58,10868.9,10371.42,10850.66,10850.66,3197700,Sep,2008
29-Sep-08,11139.62,11139.94,10365.45,10365.45,10365.45,3859400,Sep,2008
26-Sep-08,11019.04,11168.06,10868.82,11143.13,11143.13,2325600,Sep,2008
25-Sep-08,10827.17,11129.19,10827.01,11022.06,11022.06,2185300,Sep,2008
24-Sep-08,10850.02,10928.4,10753.57,10825.17,10825.17,1836300,Sep,2008
23-Sep-08,11015.69,11143.21,10833.94,10854.17,10854.17,2044800,Sep,2008
22-Sep-08,11394.42,11394.58,10992.2,11015.69,11015.69,2132100,Sep,2008
19-Sep-08,11027.51,11483.05,11026.7,11388.44,11388.44,6551100,Sep,2008
18-Sep-08,10609.01,11076.44,10459.44,11019.69,11019.69,4880600,Sep,2008
17-Sep-08,11056.58,11057.31,10595.9,10609.66,10609.66,4632000,Sep,2008
16-Sep-08,10905.62,11093.22,10742.7,11059.02,11059.02,4947600,Sep,2008
15-Sep-08,11416.37,11416.45,10917.51,10917.51,10917.51,4329700,Sep,2008
12-Sep-08,11429.32,11459.93,11280.4,11421.99,11421.99,2388900,Sep,2008
11-Sep-08,11264.44,11445.68,11098.67,11433.71,11433.71,2478200,Sep,2008
10-Sep-08,11233.91,11380.63,11215.26,11268.92,11268.92,2142600,Sep,2008
9-Sep-08,11514.73,11577.5,11230.73,11230.73,11230.73,2573000,Sep,2008
8-Sep-08,11224.87,11570.66,11224.79,11510.74,11510.74,2730000,Sep,2008
5-Sep-08,11185.63,11245.15,11037.85,11220.96,11220.96,1983000,Sep,2008
4-Sep-08,11532.48,11532.48,11176.02,11188.23,11188.23,2292000,Sep,2008
3-Sep-08,11506.01,11554.38,11416.53,11532.88,11532.88,1742500,Sep,2008
2-Sep-08,11545.63,11790.17,11471.9,11516.92,11516.92,1770900,Sep,2008
29-Aug-08,11713.23,11713.23,11543.39,11543.96,11543.96,1669100,Aug,2008
28-Aug-08,11499.87,11715.18,11499.79,11715.18,11715.18,1491500,Aug,2008
27-Aug-08,11412.46,11554.46,11381.77,11502.51,11502.51,1205800,Aug,2008
26-Aug-08,11383.56,11436.24,11340.41,11412.87,11412.87,1198000,Aug,2008
25-Aug-08,11626.19,11626.27,11362.63,11386.25,11386.25,1486100,Aug,2008
22-Aug-08,11426.79,11632.13,11426.79,11628.06,11628.06,1387900,Aug,2008
21-Aug-08,11415.23,11476.21,11315.57,11430.21,11430.21,1300200,Aug,2008
20-Aug-08,11345.94,11454.15,11290.58,11417.43,11417.43,1448800,Aug,2008
19-Aug-08,11478.09,11478.17,11318.5,11348.55,11348.55,1715800,Aug,2008
18-Aug-08,11659.65,11690.43,11434.12,11479.39,11479.39,1562900,Aug,2008
15-Aug-08,11611.21,11709.89,11599.73,11659.9,11659.9,2150400,Aug,2008
14-Aug-08,11532.07,11718.28,11450.89,11615.93,11615.93,1597900,Aug,2008
13-Aug-08,11632.81,11633.78,11453.34,11532.96,11532.96,1825500,Aug,2008
12-Aug-08,11781.7,11782.35,11601.52,11642.47,11642.47,1735900,Aug,2008
11-Aug-08,11729.67,11867.11,11675.53,11782.35,11782.35,1831900,Aug,2008
8-Aug-08,11432.09,11759.96,11388.04,11734.32,11734.32,2128300,Aug,2008
7-Aug-08,11655.42,11655.58,11416.7,11431.43,11431.43,2296100,Aug,2008
6-Aug-08,11603.64,11685.46,11521.32,11656.07,11656.07,1800600,Aug,2008
5-Aug-08,11286.02,11615.93,11286.02,11615.77,11615.77,2349900,Aug,2008
4-Aug-08,11326.32,11382.17,11221.53,11284.15,11284.15,1702500,Aug,2008
1-Aug-08,11379.89,11425.73,11267.05,11326.32,11326.32,1897000,Aug,2008
31-Jul-08,11577.99,11578.89,11363.69,11378.02,11378.02,2202000,Jul,2008
30-Jul-08,11397.56,11586.62,11397.56,11583.69,11583.69,2085200,Jul,2008
29-Jul-08,11133.44,11398.38,11128.06,11397.56,11397.56,2069300,Jul,2008
28-Jul-08,11369.47,11369.55,11125.13,11131.08,11131.08,1975500,Jul,2008
25-Jul-08,11341.14,11443.81,11325.1,11370.69,11370.69,1909200,Jul,2008
24-Jul-08,11630.34,11634.49,11345.37,11349.28,11349.28,2411400,Jul,2008
23-Jul-08,11603.39,11698.17,11558.29,11632.38,11632.38,2645200,Jul,2008
22-Jul-08,11457.9,11616.66,11387.39,11602.5,11602.5,2736900,Jul,2008
21-Jul-08,11495.02,11559.67,11423.94,11467.34,11467.34,2128500,Jul,2008
18-Jul-08,11436.56,11510.82,11381.93,11496.57,11496.57,3786100,Jul,2008
17-Jul-08,11238.39,11446.66,11209.56,11446.66,11446.66,3352600,Jul,2008
16-Jul-08,10961.89,11244.17,10918.33,11239.28,11239.28,3075900,Jul,2008
15-Jul-08,11050.8,11123.67,10827.71,10962.54,10962.54,3313900,Jul,2008
14-Jul-08,11103.64,11239.04,11003.65,11055.19,11055.19,2053600,Jul,2008
11-Jul-08,11226.17,11241.07,10977.68,11100.54,11100.54,2750100,Jul,2008
10-Jul-08,11148.01,11270.3,11086.95,11229.02,11229.02,2480100,Jul,2008
9-Jul-08,11381.93,11418.24,11141.99,11147.44,11147.44,2271000,Jul,2008
8-Jul-08,11225.03,11391.13,11174.88,11384.21,11384.21,2715000,Jul,2008
7-Jul-08,11289.19,11399.11,11120.74,11231.96,11231.96,2482400,Jul,2008
3-Jul-08,11216,11337.48,11157.21,11288.54,11288.54,1769100,Jul,2008
2-Jul-08,11382.34,11434.12,11214.37,11215.51,11215.51,2306900,Jul,2008
1-Jul-08,11344.64,11407.9,11183.43,11382.26,11382.26,2995900,Jul,2008
30-Jun-08,11345.7,11437.3,11287.56,11350.01,11350.01,2822100,Jun,2008
27-Jun-08,11452.85,11485.25,11297.99,11346.51,11346.51,3382500,Jun,2008
26-Jun-08,11808.57,11808.73,11453.42,11453.42,11453.42,3025500,Jun,2008
25-Jun-08,11805.31,11924.19,11789.36,11811.83,11811.83,2361600,Jun,2008
24-Jun-08,11842.36,11904.32,11725.52,11807.43,11807.43,2252700,Jun,2008
23-Jun-08,11843.83,11986.96,11731.06,11842.36,11842.36,1828700,Jun,2008
20-Jun-08,12062.19,12062.19,11818.83,11842.69,11842.69,4297000,Jun,2008
19-Jun-08,12029.06,12114.79,11978.33,12063.09,12063.09,2309200,Jun,2008
18-Jun-08,12158.68,12158.68,11993.64,12029.06,12029.06,2129000,Jun,2008
17-Jun-08,12269.65,12322.82,12150.29,12160.3,12160.3,1746900,Jun,2008
16-Jun-08,12306.86,12319.72,12212.25,12269.08,12269.08,2221400,Jun,2008
13-Jun-08,12144.59,12310.28,12144.59,12307.35,12307.35,2479800,Jun,2008
12-Jun-08,12089.63,12269.24,12076.93,12141.58,12141.58,2609600,Jun,2008
11-Jun-08,12286.34,12286.67,12079.13,12083.77,12083.77,2471200,Jun,2008
10-Jun-08,12277.71,12369.23,12206.96,12289.76,12289.76,2407600,Jun,2008
9-Jun-08,12210.13,12331.86,12195.32,12280.32,12280.32,2663500,Jun,2008
6-Jun-08,12602.74,12603.07,12192.06,12209.81,12209.81,3078200,Jun,2008
5-Jun-08,12388.81,12610.96,12388.81,12604.45,12604.45,2361600,Jun,2008
4-Jun-08,12391.86,12496.16,12338.78,12390.48,12390.48,2385900,Jun,2008
3-Jun-08,12503.2,12554.05,12342.12,12402.85,12402.85,2274600,Jun,2008
2-Jun-08,12637.67,12638.08,12427.77,12503.82,12503.82,1990900,Jun,2008
30-May-08,12647.36,12689.7,12617.4,12638.32,12638.32,2102300,May,2008
29-May-08,12593.87,12726.66,12554.7,12646.22,12646.22,2064200,May,2008
28-May-08,12542.9,12601.93,12495.27,12594.03,12594.03,2136800,May,2008
27-May-08,12479.63,12572.53,12442.59,12548.35,12548.35,2015300,May,2008
23-May-08,12620.9,12621.96,12460.09,12479.63,12479.63,1902100,May,2008
22-May-08,12597.69,12669.34,12591.34,12625.62,12625.62,2163600,May,2008
21-May-08,12824.94,12862.47,12573.67,12601.19,12601.19,2658100,May,2008
20-May-08,13026.04,13026.04,12781.78,12828.68,12828.68,2652200,May,2008
19-May-08,12985.41,13136.69,12963.76,13028.16,13028.16,1937700,May,2008
16-May-08,12992.74,13001.94,12893.49,12986.8,12986.8,2492600,May,2008
15-May-08,12891.29,12999.5,12854.98,12992.66,12992.66,2177800,May,2008
14-May-08,12825.12,12993.15,12825.12,12898.38,12898.38,2068200,May,2008
13-May-08,12872.08,12891.37,12780.97,12832.18,12832.18,2367100,May,2008
12-May-08,12745.55,12904.16,12740.5,12876.31,12876.31,1981100,May,2008
9-May-08,12860.68,12861.41,12715.02,12745.88,12745.88,1802400,May,2008
8-May-08,12814.35,12909.86,12794.81,12866.78,12866.78,1955700,May,2008
7-May-08,13010.82,13036.71,12796.19,12814.35,12814.35,2350000,May,2008
6-May-08,12968.89,13046.15,12863.2,13020.83,13020.83,1993700,May,2008
5-May-08,13056.57,13058.45,12939.74,12969.54,12969.54,1978100,May,2008
2-May-08,13012.53,13132.46,12981.83,13058.2,13058.2,2054100,May,2008
1-May-08,12818.34,13029.05,12793.1,13010,13010,2454800,May,2008
30-Apr-08,12831.45,13010,12808.98,12820.13,12820.13,2550700,Apr,2008
29-Apr-08,12870.37,12889.83,12804.66,12831.94,12831.94,2180200,Apr,2008
28-Apr-08,12890.76,12938.76,12857.5,12871.75,12871.75,2223000,Apr,2008
25-Apr-08,12848.38,12909.2,12742.78,12891.86,12891.86,2407600,Apr,2008
24-Apr-08,12764.68,12942.26,12706.63,12848.95,12848.95,2499200,Apr,2008
23-Apr-08,12721.45,12837.39,12703.05,12763.22,12763.22,2441200,Apr,2008
22-Apr-08,12825.02,12825.26,12656.56,12720.23,12720.23,2149500,Apr,2008
21-Apr-08,12850.91,12850.91,12751.17,12825.02,12825.02,1924000,Apr,2008
18-Apr-08,12626.76,12893.98,12626.76,12849.36,12849.36,3040300,Apr,2008
17-Apr-08,12617.4,12656.56,12563.25,12620.49,12620.49,2170000,Apr,2008
16-Apr-08,12371.51,12625.78,12371.51,12619.27,12619.27,2694900,Apr,2008
15-Apr-08,12302.06,12387.79,12269.81,12362.47,12362.47,2089500,Apr,2008
14-Apr-08,12324.77,12367.6,12280.4,12302.06,12302.06,2160100,Apr,2008
11-Apr-08,12579.78,12580.27,12302.06,12325.42,12325.42,2868500,Apr,2008
10-Apr-08,12526.78,12649.31,12497.22,12581.98,12581.98,2273300,Apr,2008
9-Apr-08,12574.65,12621.55,12468.97,12527.26,12527.26,1949500,Apr,2008
8-Apr-08,12602.66,12607.3,12525.8,12576.44,12576.44,1972000,Apr,2008
7-Apr-08,12612.59,12733.66,12583.28,12612.43,12612.43,1980700,Apr,2008
4-Apr-08,12626.03,12688.48,12528.16,12609.42,12609.42,1812600,Apr,2008
3-Apr-08,12605.83,12675.12,12527.75,12626.03,12626.03,1838700,Apr,2008
2-Apr-08,12651.67,12696.29,12555.17,12608.92,12608.92,2327600,Apr,2008
1-Apr-08,12266.64,12659.82,12266.47,12654.36,12654.36,2955300,Apr,2008
31-Mar-08,12215.92,12326.47,12176.11,12262.89,12262.89,2736100,Mar,2008
28-Mar-08,12303.92,12382.16,12196.87,12216.4,12216.4,2090000,Mar,2008
27-Mar-08,12421.88,12476.76,12293.34,12302.46,12302.46,2353900,Mar,2008
26-Mar-08,12531.79,12531.95,12376.7,12422.86,12422.86,2350200,Mar,2008
25-Mar-08,12547.34,12571.84,12449.08,12532.6,12532.6,2376500,Mar,2008
24-Mar-08,12361.97,12622.07,12361.97,12548.64,12548.64,2643200,Mar,2008
20-Mar-08,12102.43,12378.74,12097.87,12361.32,12361.32,5026500,Mar,2008
19-Mar-08,12391.52,12461.53,12095.1,12099.66,12099.66,3284600,Mar,2008
18-Mar-08,11975.92,12392.66,11975.84,12392.66,12392.66,3677800,Mar,2008
17-Mar-08,11946.45,12076.22,11756.6,11972.25,11972.25,3828900,Mar,2008
14-Mar-08,12146.39,12193.61,11832.72,11951.09,11951.09,3808100,Mar,2008
13-Mar-08,12096.49,12215.35,11875.78,12145.74,12145.74,3362600,Mar,2008
12-Mar-08,12148.61,12303.35,12092.25,12110.24,12110.24,2881300,Mar,2008
11-Mar-08,11741.33,12160.8,11741.01,12156.81,12156.81,3723300,Mar,2008
10-Mar-08,11893.04,11926.5,11731.6,11740.15,11740.15,3120200,Mar,2008
7-Mar-08,12039.09,12094.21,11819.69,11893.69,11893.69,3075800,Mar,2008
6-Mar-08,12254.59,12254.59,12026.07,12040.39,12040.39,2831000,Mar,2008
5-Mar-08,12204.93,12349.67,12140.53,12254.99,12254.99,3045700,Mar,2008
4-Mar-08,12259.14,12259.23,12032.42,12213.8,12213.8,3477200,Mar,2008
3-Mar-08,12264.36,12281.37,12161.05,12258.9,12258.9,2597300,Mar,2008
29-Feb-08,12579.58,12580.15,12223.57,12266.39,12266.39,3518700,Feb,2008
28-Feb-08,12689.28,12689.44,12536.43,12582.18,12582.18,2472700,Feb,2008
27-Feb-08,12683.54,12756.56,12609.37,12694.28,12694.28,2637200,Feb,2008
26-Feb-08,12569.48,12734.18,12512.41,12684.92,12684.92,2917600,Feb,2008
25-Feb-08,12380.77,12584.62,12341.04,12570.22,12570.22,2886000,Feb,2008
22-Feb-08,12281.09,12397.79,12155.26,12381.02,12381.02,3070900,Feb,2008
21-Feb-08,12426.85,12503.46,12247.34,12284.3,12284.3,2934200,Feb,2008
20-Feb-08,12333.31,12464.06,12227.72,12427.26,12427.26,2979900,Feb,2008
19-Feb-08,12349.59,12505.25,12304.08,12337.22,12337.22,2575500,Feb,2008
15-Feb-08,12376.66,12376.66,12278.62,12348.21,12348.21,2898000,Feb,2008
14-Feb-08,12551.51,12557.61,12361.46,12376.98,12376.98,2337900,Feb,2008
13-Feb-08,12368.12,12573.13,12367.8,12552.24,12552.24,2363000,Feb,2008
12-Feb-08,12241.56,12469.41,12241.56,12373.41,12373.41,2569700,Feb,2008
11-Feb-08,12181.89,12252.12,12069.47,12240.01,12240.01,2681000,Feb,2008
8-Feb-08,12248.47,12281.88,12103.37,12182.13,12182.13,2622000,Feb,2008
7-Feb-08,12196.2,12332.52,12120.44,12247,12247,3262000,Feb,2008
6-Feb-08,12257.25,12390.32,12178.15,12200.1,12200.1,2963600,Feb,2008
5-Feb-08,12631.85,12631.93,12264.07,12265.13,12265.13,3343800,Feb,2008
4-Feb-08,12743.11,12749.78,12621.83,12635.16,12635.16,2374100,Feb,2008
1-Feb-08,12638.17,12767.74,12602.32,12743.19,12743.19,3795800,Feb,2008
31-Jan-08,12438.28,12702.38,12249.93,12650.36,12650.36,3943300,Jan,2008
30-Jan-08,12480.14,12681.41,12406.17,12442.83,12442.83,3346800,Jan,2008
29-Jan-08,12385.19,12503.15,12346.99,12480.3,12480.3,2850900,Jan,2008
28-Jan-08,12205.71,12386.01,12112.14,12383.89,12383.89,2789900,Jan,2008
25-Jan-08,12391.7,12486.89,12183.68,12207.17,12207.17,3936600,Jan,2008
24-Jan-08,12272.69,12399.18,12241.8,12378.61,12378.61,3879000,Jan,2008
23-Jan-08,11969.08,12276.67,11644.81,12270.17,12270.17,5365200,Jan,2008
22-Jan-08,12092.72,12092.72,11634.82,11971.19,11971.19,5065000,Jan,2008
18-Jan-08,12159.94,12341.54,12022.48,12099.3,12099.3,4833000,Jan,2008
17-Jan-08,12467.05,12517.61,12125.56,12159.21,12159.21,4398300,Jan,2008
16-Jan-08,12476.81,12613.13,12392.27,12466.16,12466.16,5000400,Jan,2008
15-Jan-08,12777.5,12777.5,12488.76,12501.11,12501.11,3397000,Jan,2008
14-Jan-08,12613.78,12794.57,12613.7,12778.15,12778.15,2453700,Jan,2008
11-Jan-08,12850.74,12851.14,12543.87,12606.3,12606.3,3018900,Jan,2008
10-Jan-08,12733.11,12931.29,12632.15,12853.09,12853.09,3253300,Jan,2008
9-Jan-08,12590.21,12738.64,12501.76,12735.31,12735.31,3329000,Jan,2008
8-Jan-08,12820.9,12906.42,12565.41,12589.07,12589.07,3226900,Jan,2008
7-Jan-08,12801.15,12884.15,12733.84,12827.49,12827.49,3067000,Jan,2008
4-Jan-08,13046.56,13046.72,12789.04,12800.18,12800.18,3042100,Jan,2008
3-Jan-08,13044.12,13137.93,13023.56,13056.72,13056.72,2006200,Jan,2008
2-Jan-08,13261.82,13279.54,12991.37,13043.96,13043.96,2395800,Jan,2008
